datum,datum_iso,stunde,geraet_id,standort,latitude,longitude,kfz,pkw,lkw,lfw,krad,fahrrad,v_kfz,v_pkw,v_lkw,v85,modal_share_pkw,modal_share_fahrrad,modal_share_lkw,modal_share_krad
24.07.2024,2024-07-24,2,SEN-004,Kolonnenstraße,52.4835,13.361,79,55,4,7,13,55,31.5,30.7,39.8,35.8,41.0,41.0,3.0,9.7
24.07.2024,2024-07-24,3,SEN-004,Kolonnenstraße,52.4835,13.361,81,56,5,6,14,47,36.6,38.7,36.9,42.2,43.8,36.7,3.9,10.9
24.07.2024,2024-07-24,4,SEN-004,Kolonnenstraße,52.4835,13.361,195,143,8,17,27,119,35.0,37.6,27.7,41.9,45.5,37.9,2.5,8.6
24.07.2024,2024-07-24,5,SEN-004,Kolonnenstraße,52.4835,13.361,586,429,26,44,87,357,40.6,44.1,34.4,48.0,45.5,37.9,2.8,9.2
24.07.2024,2024-07-24,6,SEN-004,Kolonnenstraße,52.4835,13.361,1656,1233,95,161,167,983,28.8,29.5,26.0,33.5,46.7,37.2,3.6,6.3
24.07.2024,2024-07-24,7,SEN-004,Kolonnenstraße,52.4835,13.361,3143,2412,200,243,288,1896,28.4,29.2,24.5,32.6,47.9,37.6,4.0,5.7
24.07.2024,2024-07-24,8,SEN-004,Kolonnenstraße,52.4835,13.361,3922,2916,256,302,448,2394,30.3,32.9,18.4,36.0,46.2,37.9,4.1,7.1
24.07.2024,2024-07-24,9,SEN-004,Kolonnenstraße,52.4835,13.361,3117,2075,151,256,635,1904,30.0,31.1,27.5,36.0,41.3,37.9,3.0,12.6
24.07.2024,2024-07-24,10,SEN-004,Kolonnenstraße,52.4835,13.361,1637,1229,121,129,158,989,32.0,32.8,30.3,36.4,46.8,37.7,4.6,6.0
24.07.2024,2024-07-24,11,SEN-004,Kolonnenstraße,52.4835,13.361,618,426,34,54,104,380,36.3,39.8,29.4,41.9,42.7,38.1,3.4,10.4
24.07.2024,2024-07-24,12,SEN-004,Kolonnenstraße,52.4835,13.361,195,132,9,16,38,121,34.1,37.3,26.1,40.4,41.8,38.3,2.8,12.0
24.07.2024,2024-07-24,13,SEN-004,Kolonnenstraße,52.4835,13.361,177,132,10,12,23,93,32.2,33.1,31.5,37.3,48.9,34.4,3.7,8.5
24.07.2024,2024-07-24,14,SEN-004,Kolonnenstraße,52.4835,13.361,400,292,24,30,54,237,37.1,39.6,32.5,43.4,45.8,37.2,3.8,8.5
24.07.2024,2024-07-24,15,SEN-004,Kolonnenstraße,52.4835,13.361,1343,995,85,114,149,785,34.8,35.5,36.6,39.5,46.8,36.9,4.0,7.0
24.07.2024,2024-07-24,16,SEN-004,Kolonnenstraße,52.4835,13.361,3185,2431,220,282,252,1914,31.7,33.3,25.8,36.2,47.7,37.5,4.3,4.9
24.07.2024,2024-07-24,17,SEN-004,Kolonnenstraße,52.4835,13.361,4736,3317,300,387,732,2919,30.4,30.5,32.2,36.5,43.3,38.1,3.9,9.6
24.07.2024,2024-07-24,18,SEN-004,Kolonnenstraße,52.4835,13.361,4812,3342,445,401,624,2958,29.3,31.0,23.7,33.7,43.0,38.1,5.7,8.0
24.07.2024,2024-07-24,19,SEN-004,Kolonnenstraße,52.4835,13.361,3091,2138,167,308,478,1951,29.0,30.1,24.8,34.4,42.4,38.7,3.3,9.5
24.07.2024,2024-07-24,20,SEN-004,Kolonnenstraße,52.4835,13.361,1319,892,101,100,226,849,32.1,33.7,29.8,37.8,41.1,39.2,4.7,10.4
24.07.2024,2024-07-24,21,SEN-004,Kolonnenstraße,52.4835,13.361,406,296,25,29,56,207,33.2,35.2,27.5,38.0,48.3,33.8,4.1,9.1
24.07.2024,2024-07-24,22,SEN-004,Kolonnenstraße,52.4835,13.361,135,94,7,13,21,67,39.3,43.3,32.4,46.9,46.5,33.2,3.5,10.4
24.07.2024,2024-07-24,23,SEN-004,Kolonnenstraße,52.4835,13.361,102,73,5,8,16,55,35.8,38.5,29.9,43.5,46.5,35.0,3.2,10.2
26.07.2024,2024-07-26,0,SEN-004,Kolonnenstraße,52.4835,13.361,65,47,4,5,9,34,37.9,40.6,33.7,43.4,47.5,34.3,4.0,9.1
26.07.2024,2024-07-26,1,SEN-004,Kolonnenstraße,52.4835,13.361,64,47,3,5,9,45,32.4,32.4,37.7,38.8,43.1,41.3,2.8,8.3
26.07.2024,2024-07-26,2,SEN-004,Kolonnenstraße,52.4835,13.361,54,36,2,4,12,47,38.2,42.1,35.1,43.8,35.6,46.5,2.0,11.9
26.07.2024,2024-07-26,3,SEN-004,Kolonnenstraße,52.4835,13.361,64,46,3,5,10,61,37.1,40.3,30.4,44.6,36.8,48.8,2.4,8.0
26.07.2024,2024-07-26,4,SEN-004,Kolonnenstraße,52.4835,13.361,132,98,9,10,15,119,41.8,46.7,27.7,48.4,39.0,47.4,3.6,6.0
26.07.2024,2024-07-26,5,SEN-004,Kolonnenstraße,52.4835,13.361,498,380,26,37,55,354,32.6,34.6,24.7,36.9,44.6,41.5,3.1,6.5
26.07.2024,2024-07-26,6,SEN-004,Kolonnenstraße,52.4835,13.361,1339,967,72,96,204,1032,31.6,33.0,27.6,36.0,40.8,43.5,3.0,8.6
26.07.2024,2024-07-26,7,SEN-004,Kolonnenstraße,52.4835,13.361,2640,1956,173,265,246,1959,31.1,33.3,23.3,37.2,42.5,42.6,3.8,5.3
26.07.2024,2024-07-26,8,SEN-004,Kolonnenstraße,52.4835,13.361,3186,2078,149,255,704,2489,33.3,35.6,30.5,38.3,36.6,43.9,2.6,12.4
26.07.2024,2024-07-26,9,SEN-004,Kolonnenstraße,52.4835,13.361,2577,1976,135,217,249,2066,34.4,36.4,27.6,40.7,42.6,44.5,2.9,5.4
26.07.2024,2024-07-26,10,SEN-004,Kolonnenstraße,52.4835,13.361,1349,935,63,112,239,1129,39.3,44.2,28.7,45.3,37.7,45.6,2.5,9.6
26.07.2024,2024-07-26,11,SEN-004,Kolonnenstraße,52.4835,13.361,473,338,31,25,79,382,30.5,31.0,30.7,36.0,39.5,44.7,3.6,9.2
26.07.2024,2024-07-26,12,SEN-004,Kolonnenstraße,52.4835,13.361,166,120,9,13,24,130,32.8,33.6,33.7,39.3,40.5,43.9,3.0,8.1
26.07.2024,2024-07-26,13,SEN-004,Kolonnenstraße,52.4835,13.361,124,87,8,9,20,86,36.8,39.7,32.6,43.5,41.4,41.0,3.8,9.5
26.07.2024,2024-07-26,14,SEN-004,Kolonnenstraße,52.4835,13.361,306,215,16,26,49,246,39.1,42.5,34.8,46.1,38.9,44.6,2.9,8.9
26.07.2024,2024-07-26,15,SEN-004,Kolonnenstraße,52.4835,13.361,1068,718,64,87,199,845,36.1,39.8,29.4,44.0,37.5,44.2,3.3,10.4
26.07.2024,2024-07-26,16,SEN-004,Kolonnenstraße,52.4835,13.361,2587,1773,176,176,462,2027,34.6,37.6,28.0,40.1,38.4,43.9,3.8,10.0
26.07.2024,2024-07-26,17,SEN-004,Kolonnenstraße,52.4835,13.361,3965,2810,297,348,510,3183,23.9,23.1,24.2,28.9,39.3,44.5,4.2,7.1
26.07.2024,2024-07-26,18,SEN-004,Kolonnenstraße,52.4835,13.361,3848,2757,175,297,619,3045,24.1,22.7,26.8,27.8,40.0,44.2,2.5,9.0
26.07.2024,2024-07-26,19,SEN-004,Kolonnenstraße,52.4835,13.361,2457,1737,87,156,477,1982,29.3,30.3,24.5,35.1,39.1,44.6,2.0,10.7
26.07.2024,2024-07-26,20,SEN-004,Kolonnenstraße,52.4835,13.361,1097,785,79,79,154,883,34.7,38.4,22.6,39.5,39.6,44.6,4.0,7.8
26.07.2024,2024-07-26,21,SEN-004,Kolonnenstraße,52.4835,13.361,362,271,21,27,43,243,26.9,26.9,26.1,30.5,44.8,40.2,3.5,7.1
26.07.2024,2024-07-26,22,SEN-004,Kolonnenstraße,52.4835,13.361,121,91,6,10,14,97,39.2,43.5,24.3,47.3,41.7,44.5,2.8,6.4
26.07.2024,2024-07-26,23,SEN-004,Kolonnenstraße,52.4835,13.361,61,43,2,3,13,55,39.2,43.4,31.9,45.0,37.1,47.4,1.7,11.2
27.07.2024,2024-07-27,0,SEN-004,Kolonnenstraße,52.4835,13.361,58,41,3,3,11,38,29.3,29.4,31.1,33.8,42.7,39.6,3.1,11.5
27.07.2024,2024-07-27,1,SEN-004,Kolonnenstraße,52.4835,13.361,59,41,3,5,10,27,39.0,43.3,30.6,44.6,47.7,31.4,3.5,11.6
27.07.2024,2024-07-27,2,SEN-004,Kolonnenstraße,52.4835,13.361,52,38,2,4,8,40,34.7,37.1,28.4,41.2,41.3,43.5,2.2,8.7
27.07.2024,2024-07-27,3,SEN-004,Kolonnenstraße,52.4835,13.361,62,43,4,4,11,38,37.6,41.6,29.5,43.7,43.0,38.0,4.0,11.0
27.07.2024,2024-07-27,4,SEN-004,Kolonnenstraße,52.4835,13.361,112,74,7,10,21,86,34.2,35.9,34.2,41.3,37.4,43.4,3.5,10.6
27.07.2024,2024-07-27,5,SEN-004,Kolonnenstraße,52.4835,13.361,371,274,19,32,46,242,37.4,39.9,32.3,42.3,44.7,39.5,3.1,7.5
27.07.2024,2024-07-27,6,SEN-004,Kolonnenstraße,52.4835,13.361,1065,720,71,90,184,694,33.3,35.0,31.9,40.5,40.9,39.5,4.0,10.5
27.07.2024,2024-07-27,7,SEN-004,Kolonnenstraße,52.4835,13.361,2066,1432,152,137,345,1303,28.7,30.1,22.7,34.8,42.5,38.7,4.5,10.2
27.07.2024,2024-07-27,8,SEN-004,Kolonnenstraße,52.4835,13.361,2489,1818,179,171,321,1640,24.7,23.6,27.3,29.9,44.0,39.7,4.3,7.8
27.07.2024,2024-07-27,9,SEN-004,Kolonnenstraße,52.4835,13.361,1991,1393,129,168,301,1357,36.9,40.6,28.3,42.4,41.6,40.5,3.9,9.0
27.07.2024,2024-07-27,10,SEN-004,Kolonnenstraße,52.4835,13.361,1020,742,60,85,133,711,38.2,42.2,27.0,44.9,42.9,41.1,3.5,7.7
27.07.2024,2024-07-27,11,SEN-004,Kolonnenstraße,52.4835,13.361,410,276,20,29,85,236,33.2,34.0,37.9,38.7,42.7,36.5,3.1,13.2
27.07.2024,2024-07-27,12,SEN-004,Kolonnenstraße,52.4835,13.361,127,95,9,11,12,77,33.8,34.6,33.7,41.1,46.6,37.7,4.4,5.9
27.07.2024,2024-07-27,13,SEN-004,Kolonnenstraße,52.4835,13.361,106,79,8,9,10,54,36.2,38.3,31.5,41.5,49.4,33.8,5.0,6.2
27.07.2024,2024-07-27,14,SEN-004,Kolonnenstraße,52.4835,13.361,257,179,19,17,42,165,36.4,39.2,32.4,42.0,42.4,39.1,4.5,10.0
27.07.2024,2024-07-27,15,SEN-004,Kolonnenstraße,52.4835,13.361,842,624,39,82,97,538,30.5,31.3,28.4,35.2,45.2,39.0,2.8,7.0
27.07.2024,2024-07-27,16,SEN-004,Kolonnenstraße,52.4835,13.361,1927,1293,136,132,366,1249,30.3,30.7,31.8,35.0,40.7,39.3,4.3,11.5
27.07.2024,2024-07-27,17,SEN-004,Kolonnenstraße,52.4835,13.361,3101,2436,187,236,242,1982,28.5,28.9,26.5,34.0,47.9,39.0,3.7,4.8
27.07.2024,2024-07-27,18,SEN-004,Kolonnenstraße,52.4835,13.361,3087,2297,217,243,330,1978,28.0,27.7,29.3,34.1,45.4,39.1,4.3,6.5
27.07.2024,2024-07-27,19,SEN-004,Kolonnenstraße,52.4835,13.361,1955,1405,119,161,270,1267,33.6,35.9,27.6,40.7,43.6,39.3,3.7,8.4
27.07.2024,2024-07-27,20,SEN-004,Kolonnenstraße,52.4835,13.361,863,602,57,57,147,535,39.9,45.9,23.8,46.4,43.1,38.3,4.1,10.5
27.07.2024,2024-07-27,21,SEN-004,Kolonnenstraße,52.4835,13.361,261,195,16,20,30,159,35.1,37.9,25.6,40.0,46.4,37.9,3.8,7.1
27.07.2024,2024-07-27,22,SEN-004,Kolonnenstraße,52.4835,13.361,85,59,4,5,17,50,36.6,40.7,25.7,43.0,43.7,37.0,3.0,12.6
27.07.2024,2024-07-27,23,SEN-004,Kolonnenstraße,52.4835,13.361,47,32,2,4,9,31,29.0,28.0,35.5,33.8,41.0,39.7,2.6,11.5
28.07.2024,2024-07-28,0,SEN-004,Kolonnenstraße,52.4835,13.361,47,33,3,3,8,30,29.4,29.0,33.3,33.6,42.9,39.0,3.9,10.4
28.07.2024,2024-07-28,1,SEN-004,Kolonnenstraße,52.4835,13.361,60,41,3,5,11,40,36.4,40.2,28.7,43.6,41.0,40.0,3.0,11.0
28.07.2024,2024-07-28,2,SEN-004,Kolonnenstraße,52.4835,13.361,43,32,2,3,6,45,38.4,41.1,33.5,46.8,36.4,51.1,2.3,6.8
28.07.2024,2024-07-28,3,SEN-004,Kolonnenstraße,52.4835,13.361,63,46,4,5,8,33,34.8,37.3,28.2,39.7,47.9,34.4,4.2,8.3
28.07.2024,2024-07-28,4,SEN-004,Kolonnenstraße,52.4835,13.361,107,81,6,7,13,65,32.3,33.4,29.5,37.6,47.1,37.8,3.5,7.6
28.07.2024,2024-07-28,5,SEN-004,Kolonnenstraße,52.4835,13.361,372,247,21,33,71,201,32.0,32.7,34.2,38.3,43.1,35.1,3.7,12.4
28.07.2024,2024-07-28,6,SEN-004,Kolonnenstraße,52.4835,13.361,993,709,28,62,194,683,35.0,37.6,29.3,40.9,42.3,40.8,1.7,11.6
28.07.2024,2024-07-28,7,SEN-004,Kolonnenstraße,52.4835,13.361,1947,1322,93,112,420,1319,29.3,30.7,23.1,35.4,40.5,40.4,2.8,12.9
28.07.2024,2024-07-28,8,SEN-004,Kolonnenstraße,52.4835,13.361,2475,1820,166,182,307,1638,26.5,27.5,19.6,31.2,44.2,39.8,4.0,7.5
28.07.2024,2024-07-28,9,SEN-004,Kolonnenstraße,52.4835,13.361,2032,1491,147,144,250,1280,29.5,31.8,18.8,33.9,45.0,38.6,4.4,7.5
28.07.2024,2024-07-28,10,SEN-004,Kolonnenstraße,52.4835,13.361,1094,754,80,87,173,700,34.1,36.3,30.3,40.9,42.0,39.0,4.5,9.6
28.07.2024,2024-07-28,11,SEN-004,Kolonnenstraße,52.4835,13.361,373,272,22,33,46,232,38.3,41.6,30.6,45.1,45.0,38.3,3.6,7.6
28.07.2024,2024-07-28,12,SEN-004,Kolonnenstraße,52.4835,13.361,136,93,8,10,25,81,32.2,34.1,28.1,38.2,42.9,37.3,3.7,11.5
28.07.2024,2024-07-28,13,SEN-004,Kolonnenstraße,52.4835,13.361,82,60,4,7,11,59,30.5,30.1,34.9,35.2,42.6,41.8,2.8,7.8
28.07.2024,2024-07-28,14,SEN-004,Kolonnenstraße,52.4835,13.361,252,189,15,18,30,168,31.5,31.7,33.2,36.7,45.0,40.0,3.6,7.1
28.07.2024,2024-07-28,15,SEN-004,Kolonnenstraße,52.4835,13.361,826,587,56,62,121,575,28.3,29.1,24.5,32.0,41.9,41.0,4.0,8.6
28.07.2024,2024-07-28,16,SEN-004,Kolonnenstraße,52.4835,13.361,2028,1359,106,110,453,1272,29.0,29.3,29.1,33.1,41.2,38.5,3.2,13.7
28.07.2024,2024-07-28,17,SEN-004,Kolonnenstraße,52.4835,13.361,3009,2320,242,258,189,1976,25.7,25.8,24.3,31.0,46.5,39.6,4.9,3.8
28.07.2024,2024-07-28,18,SEN-004,Kolonnenstraße,52.4835,13.361,3024,2128,181,250,465,1969,33.7,36.4,26.4,38.8,42.6,39.4,3.6,9.3
28.07.2024,2024-07-28,19,SEN-004,Kolonnenstraße,52.4835,13.361,2005,1420,126,166,293,1324,26.9,26.8,26.1,32.6,42.7,39.8,3.8,8.8
28.07.2024,2024-07-28,20,SEN-004,Kolonnenstraße,52.4835,13.361,846,583,59,72,132,562,33.5,34.5,34.4,40.4,41.4,39.9,4.2,9.4
28.07.2024,2024-07-28,21,SEN-004,Kolonnenstraße,52.4835,13.361,260,181,15,16,48,162,34.6,36.5,33.4,41.7,42.9,38.4,3.6,11.4
28.07.2024,2024-07-28,22,SEN-004,Kolonnenstraße,52.4835,13.361,81,61,4,6,10,46,34.3,34.0,42.3,39.8,48.0,36.2,3.1,7.9
28.07.2024,2024-07-28,23,SEN-004,Kolonnenstraße,52.4835,13.361,44,31,2,3,8,26,42.5,47.5,34.8,50.8,44.3,37.1,2.9,11.4
29.07.2024,2024-07-29,0,SEN-004,Kolonnenstraße,52.4835,13.361,79,54,5,6,14,55,32.7,34.5,29.7,37.7,40.3,41.0,3.7,10.4
29.07.2024,2024-07-29,1,SEN-004,Kolonnenstraße,52.4835,13.361,85,57,5,6,17,54,39.1,43.4,34.2,47.1,41.0,38.8,3.6,12.2
29.07.2024,2024-07-29,2,SEN-004,Kolonnenstraße,52.4835,13.361,78,56,4,4,14,59,35.1,37.7,29.6,39.8,40.9,43.1,2.9,10.2
29.07.2024,2024-07-29,3,SEN-004,Kolonnenstraße,52.4835,13.361,68,46,4,5,13,68,37.6,41.1,33.5,44.6,33.8,50.0,2.9,9.6
29.07.2024,2024-07-29,4,SEN-004,Kolonnenstraße,52.4835,13.361,198,144,13,13,28,127,38.4,41.3,33.2,46.5,44.3,39.1,4.0,8.6
29.07.2024,2024-07-29,5,SEN-004,Kolonnenstraße,52.4835,13.361,634,467,39,36,92,415,30.4,30.5,32.4,37.1,44.5,39.6,3.7,8.8
29.07.2024,2024-07-29,6,SEN-004,Kolonnenstraße,52.4835,13.361,1614,1121,118,125,250,1129,33.1,35.1,29.3,38.0,40.9,41.2,4.3,9.1
29.07.2024,2024-07-29,7,SEN-004,Kolonnenstraße,52.4835,13.361,3265,2324,238,253,450,2084,37.2,40.4,30.6,42.2,43.4,39.0,4.4,8.4
29.07.2024,2024-07-29,8,SEN-004,Kolonnenstraße,52.4835,13.361,4009,2942,163,247,657,2607,26.9,27.0,24.3,32.5,44.5,39.4,2.5,9.9
29.07.2024,2024-07-29,9,SEN-004,Kolonnenstraße,52.4835,13.361,3148,2155,163,234,596,2200,30.4,32.0,25.2,35.7,40.3,41.1,3.0,11.1
29.07.2024,2024-07-29,10,SEN-004,Kolonnenstraße,52.4835,13.361,1659,1262,101,111,185,1141,29.2,30.1,24.9,33.6,45.1,40.8,3.6,6.6
29.07.2024,2024-07-29,11,SEN-004,Kolonnenstraße,52.4835,13.361,608,458,36,48,66,405,37.1,40.1,27.6,42.9,45.2,40.0,3.6,6.5
29.07.2024,2024-07-29,12,SEN-004,Kolonnenstraße,52.4835,13.361,224,150,17,16,41,128,30.0,29.8,33.3,33.9,42.6,36.4,4.8,11.6
29.07.2024,2024-07-29,13,SEN-004,Kolonnenstraße,52.4835,13.361,167,120,10,16,21,103,31.6,32.2,31.9,37.7,44.4,38.1,3.7,7.8
29.07.2024,2024-07-29,14,SEN-004,Kolonnenstraße,52.4835,13.361,424,277,28,33,86,266,36.6,41.9,24.8,44.3,40.1,38.6,4.1,12.5
29.07.2024,2024-07-29,15,SEN-004,Kolonnenstraße,52.4835,13.361,1322,983,79,103,157,986,33.3,34.7,30.3,39.0,42.6,42.7,3.4,6.8
29.07.2024,2024-07-29,16,SEN-004,Kolonnenstraße,52.4835,13.361,3187,2166,240,242,539,2067,31.7,34.2,24.8,38.2,41.2,39.3,4.6,10.3
29.07.2024,2024-07-29,17,SEN-004,Kolonnenstraße,52.4835,13.361,4914,3505,278,402,729,3246,32.5,35.1,24.1,37.7,43.0,39.8,3.4,8.9
29.07.2024,2024-07-29,18,SEN-004,Kolonnenstraße,52.4835,13.361,4862,3324,255,430,853,3412,25.1,24.3,25.6,29.3,40.2,41.2,3.1,10.3
29.07.2024,2024-07-29,19,SEN-004,Kolonnenstraße,52.4835,13.361,3191,2378,213,221,379,2148,29.7,30.4,27.0,35.7,44.5,40.2,4.0,7.1
29.07.2024,2024-07-29,20,SEN-004,Kolonnenstraße,52.4835,13.361,1355,975,89,114,177,954,32.2,33.3,30.6,37.5,42.2,41.3,3.9,7.7
29.07.2024,2024-07-29,21,SEN-004,Kolonnenstraße,52.4835,13.361,422,308,23,24,67,297,34.5,37.0,27.2,39.8,42.8,41.3,3.2,9.3
29.07.2024,2024-07-29,22,SEN-004,Kolonnenstraße,52.4835,13.361,122,83,7,6,26,84,34.5,37.5,28.7,40.9,40.3,40.8,3.4,12.6
29.07.2024,2024-07-29,23,SEN-004,Kolonnenstraße,52.4835,13.361,89,68,5,6,10,70,37.0,38.7,34.6,42.6,42.8,44.0,3.1,6.3
30.07.2024,2024-07-30,0,SEN-004,Kolonnenstraße,52.4835,13.361,103,74,5,6,18,55,37.6,41.6,26.3,45.1,46.8,34.8,3.2,11.4
30.07.2024,2024-07-30,1,SEN-004,Kolonnenstraße,52.4835,13.361,88,60,6,7,15,37,37.5,41.2,31.2,43.7,48.0,29.6,4.8,12.0
30.07.2024,2024-07-30,2,SEN-004,Kolonnenstraße,52.4835,13.361,68,52,3,5,8,35,33.1,33.4,36.1,37.7,50.5,34.0,2.9,7.8
30.07.2024,2024-07-30,3,SEN-004,Kolonnenstraße,52.4835,13.361,98,67,6,8,17,51,40.8,45.9,31.8,47.2,45.0,34.2,4.0,11.4
30.07.2024,2024-07-30,4,SEN-004,Kolonnenstraße,52.4835,13.361,210,143,13,16,38,98,32.0,31.6,39.2,37.3,46.4,31.8,4.2,12.3
30.07.2024,2024-07-30,5,SEN-004,Kolonnenstraße,52.4835,13.361,717,496,44,53,124,413,34.2,37.1,27.2,38.9,43.9,36.5,3.9,11.0
30.07.2024,2024-07-30,6,SEN-004,Kolonnenstraße,52.4835,13.361,1957,1355,146,147,309,1013,36.1,39.8,27.2,41.0,45.6,34.1,4.9,10.4
30.07.2024,2024-07-30,7,SEN-004,Kolonnenstraße,52.4835,13.361,3732,2685,147,261,639,2020,32.1,34.0,26.3,37.3,46.7,35.1,2.6,11.1
30.07.2024,2024-07-30,8,SEN-004,Kolonnenstraße,52.4835,13.361,4600,3351,379,436,434,2590,28.9,29.8,25.8,34.7,46.6,36.0,5.3,6.0
30.07.2024,2024-07-30,9,SEN-004,Kolonnenstraße,52.4835,13.361,3967,2826,285,359,497,2003,31.5,32.9,27.9,37.5,47.3,33.6,4.8,8.3
30.07.2024,2024-07-30,10,SEN-004,Kolonnenstraße,52.4835,13.361,2047,1458,83,147,359,1124,28.6,29.4,24.7,34.3,46.0,35.4,2.6,11.3
30.07.2024,2024-07-30,11,SEN-004,Kolonnenstraße,52.4835,13.361,747,582,70,47,48,386,42.3,45.7,31.1,48.5,51.4,34.1,6.2,4.2
30.07.2024,2024-07-30,12,SEN-004,Kolonnenstraße,52.4835,13.361,228,157,13,17,41,124,39.6,43.3,35.9,46.0,44.6,35.2,3.7,11.6
30.07.2024,2024-07-30,13,SEN-004,Kolonnenstraße,52.4835,13.361,164,116,9,16,23,84,39.2,43.2,30.9,46.0,46.8,33.9,3.6,9.3
30.07.2024,2024-07-30,14,SEN-004,Kolonnenstraße,52.4835,13.361,507,334,36,43,94,277,37.1,42.0,26.9,44.5,42.6,35.3,4.6,12.0
30.07.2024,2024-07-30,15,SEN-004,Kolonnenstraße,52.4835,13.361,1660,1184,134,147,195,830,34.2,36.3,29.4,41.5,47.6,33.3,5.4,7.8
30.07.2024,2024-07-30,16,SEN-004,Kolonnenstraße,52.4835,13.361,3765,2756,178,313,518,1996,32.6,35.2,22.5,39.7,47.8,34.6,3.1,9.0
30.07.2024,2024-07-30,17,SEN-004,Kolonnenstraße,52.4835,13.361,5859,4339,478,548,494,3104,32.7,36.1,20.3,39.7,48.4,34.6,5.3,5.5
30.07.2024,2024-07-30,18,SEN-004,Kolonnenstraße,52.4835,13.361,5823,3927,339,542,1015,3053,28.5,29.6,24.4,33.9,44.2,34.4,3.8,11.4
30.07.2024,2024-07-30,19,SEN-004,Kolonnenstraße,52.4835,13.361,3848,2893,174,336,445,2126,35.0,37.8,25.6,39.7,48.4,35.6,2.9,7.4
30.07.2024,2024-07-30,20,SEN-004,Kolonnenstraße,52.4835,13.361,1610,1085,89,113,323,943,38.3,43.5,26.8,45.5,42.5,36.9,3.5,12.7
30.07.2024,2024-07-30,21,SEN-004,Kolonnenstraße,52.4835,13.361,497,337,23,41,96,241,35.2,39.5,23.5,39.8,45.7,32.7,3.1,13.0
30.07.2024,2024-07-30,22,SEN-004,Kolonnenstraße,52.4835,13.361,176,127,9,16,24,85,31.4,32.7,28.0,36.5,48.7,32.6,3.4,9.2
30.07.2024,2024-07-30,23,SEN-004,Kolonnenstraße,52.4835,13.361,112,76,5,9,22,50,27.7,27.6,28.1,32.0,46.9,30.9,3.1,13.6
31.07.2024,2024-07-31,0,SEN-004,Kolonnenstraße,52.4835,13.361,109,80,5,9,15,26,38.0,41.0,31.3,44.5,59.3,19.3,3.7,11.1
31.07.2024,2024-07-31,1,SEN-004,Kolonnenstraße,52.4835,13.361,107,77,6,7,17,41,34.6,36.1,34.4,39.3,52.0,27.7,4.1,11.5
31.07.2024,2024-07-31,2,SEN-004,Kolonnenstraße,52.4835,13.361,100,73,3,6,18,48,38.3,41.7,30.9,44.7,49.3,32.4,2.0,12.2
31.07.2024,2024-07-31,3,SEN-004,Kolonnenstraße,52.4835,13.361,132,89,8,11,24,43,33.5,36.4,27.2,38.6,50.9,24.6,4.6,13.7
31.07.2024,2024-07-31,4,SEN-004,Kolonnenstraße,52.4835,13.361,267,191,11,27,38,85,42.2,47.0,32.3,49.5,54.3,24.1,3.1,10.8
31.07.2024,2024-07-31,5,SEN-004,Kolonnenstraße,52.4835,13.361,790,565,64,69,92,289,36.4,38.2,34.5,42.6,52.4,26.8,5.9,8.5
31.07.2024,2024-07-31,6,SEN-004,Kolonnenstraße,52.4835,13.361,2377,1672,142,178,385,816,33.2,35.4,28.2,37.8,52.4,25.6,4.4,12.1
31.07.2024,2024-07-31,7,SEN-004,Kolonnenstraße,52.4835,13.361,4363,3068,235,285,775,1432,27.8,27.8,27.1,32.9,52.9,24.7,4.1,13.4
31.07.2024,2024-07-31,8,SEN-004,Kolonnenstraße,52.4835,13.361,5520,3967,310,510,733,1830,29.2,30.1,25.9,34.5,54.0,24.9,4.2,10.0
31.07.2024,2024-07-31,9,SEN-004,Kolonnenstraße,52.4835,13.361,4339,3379,202,395,363,1533,28.6,28.0,32.2,32.4,57.5,26.1,3.4,6.2
31.07.2024,2024-07-31,10,SEN-004,Kolonnenstraße,52.4835,13.361,2382,1695,174,174,339,788,32.6,35.8,21.8,37.9,53.5,24.9,5.5,10.7
31.07.2024,2024-07-31,11,SEN-004,Kolonnenstraße,52.4835,13.361,823,613,57,53,100,283,32.6,33.5,31.9,37.4,55.4,25.6,5.2,9.0
31.07.2024,2024-07-31,12,SEN-004,Kolonnenstraße,52.4835,13.361,275,185,10,20,60,99,30.4,30.5,34.3,35.2,49.5,26.5,2.7,16.0
31.07.2024,2024-07-31,13,SEN-004,Kolonnenstraße,52.4835,13.361,190,135,13,15,27,75,37.1,40.0,32.2,42.9,50.9,28.3,4.9,10.2
31.07.2024,2024-07-31,14,SEN-004,Kolonnenstraße,52.4835,13.361,583,396,40,47,100,210,33.4,34.9,33.1,39.1,49.9,26.5,5.0,12.6
31.07.2024,2024-07-31,15,SEN-004,Kolonnenstraße,52.4835,13.361,1732,1262,118,152,200,616,41.4,45.3,33.1,49.9,53.7,26.2,5.0,8.5
31.07.2024,2024-07-31,16,SEN-004,Kolonnenstraße,52.4835,13.361,4354,3233,188,299,634,1490,35.0,36.9,31.9,40.9,55.3,25.5,3.2,10.8
31.07.2024,2024-07-31,17,SEN-004,Kolonnenstraße,52.4835,13.361,6756,4768,366,451,1171,2287,30.0,31.1,26.3,35.1,52.7,25.3,4.0,12.9
31.07.2024,2024-07-31,18,SEN-004,Kolonnenstraße,52.4835,13.361,6717,4622,310,586,1199,2289,27.2,27.6,24.1,32.4,51.3,25.4,3.4,13.3
